Position,Artist,Genre,Lead Streams,Featured streams,Tracks,1b,100m,10m,1m,Update,% Songs Streamed 1Million Times,% Songs Streamed 10Million Times,% Songs Streamed 100Million Times,% Songs Streamed 1Billion Times
526,The Cranberries,,"2,233,333,549",0,264,0,4,20,118,13.03.22,45%,8%,2%,0%
527,Of Monsters and Men,,"2,227,479,760","3,184,766",60,0,5,30,53,15.03.22,88%,50%,8%,0%
528,The White Stripes,,"2,227,472,321",0,172,1,3,23,112,08.04.22,65%,13%,2%,1%
529,Nelly Furtado,,"2,226,023,162","260,384,916",211,0,6,14,60,10.04.22,28%,7%,3%,0%
530,MGMT,,"2,217,337,837","948,562,022",86,0,4,20,60,28.03.22,70%,23%,5%,0%
531,B.o.B,,"2,216,408,358","1,126,272,007",417,0,6,22,79,13.10.21,19%,5%,1%,0%
532,Samra,,"2,215,292,639","248,937,810",104,0,3,51,104,03.12.21,100%,49%,3%,0%
533,Van Halen,,"2,212,816,619",24,207,0,5,24,112,20.03.22,54%,12%,2%,0%
534,Black Sabbath,,"2,210,927,460",39,285,0,3,33,116,21.03.22,41%,12%,1%,0%
535,Jay Wheeler,,"2,210,664,793","423,021,998",120,0,2,34,93,10.04.22,78%,28%,2%,0%
536,Aya Nakamura,,"2,209,797,645","141,594,046",67,0,5,35,67,11.04.22,100%,52%,7%,0%
537,Hollywood Undead,,"2,207,129,936","16,132,977",139,0,3,68,127,16.02.22,91%,49%,2%,0%
538,Rag'n'Bone Man,,"2,206,539,916","73,176,907",132,0,3,27,77,27.12.21,58%,20%,2%,0%
539,Plan B,,"2,187,196,071","479,769,714",112,0,7,26,67,24.02.22,60%,23%,6%,0%
540,Rod Stewart,,"2,182,635,836","463,377,854",722,0,4,37,209,24.03.22,29%,5%,1%,0%
541,Brytiago,,"2,179,695,592","1,892,731,514",80,0,5,36,73,02.04.22,91%,45%,6%,0%
542,Sabaton,,"2,179,577,108",0,290,0,1,67,162,16.03.22,56%,23%,0%,0%
543,Prince,,"2,173,931,040","3,278,548",836,0,4,32,173,03.04.22,21%,4%,0%,0%
544,A Day To Remember,,"2,169,682,450",0,134,0,3,56,124,19.01.22,93%,42%,2%,0%
545,Keith Urban,,"2,168,896,929","331,984,245",192,0,6,36,111,27.01.22,58%,19%,3%,0%
546,Pedro Capó,,"2,162,955,807","155,480,546",72,0,5,14,42,07.03.22,58%,19%,7%,0%
547,Red Velvet,,"2,160,611,552","13,091,912",135,0,6,30,115,10.04.22,85%,22%,4%,0%
548,Enya,,"2,157,676,586","25,132,121",145,0,4,55,129,10.04.22,89%,38%,3%,0%
549,TINI,,"2,155,234,587","283,424,335",67,0,7,30,60,11.04.22,90%,45%,10%,0%
550,Kodaline,,"2,153,097,303","269,854,537",123,0,4,31,84,14.02.22,68%,25%,3%,0%
551,Maria Becerra,,"2,148,242,558","318,831,002",37,0,3,27,37,11.04.22,100%,73%,8%,0%
552,PnB Rock,,"2,147,508,965","1,743,992,790",114,0,5,35,87,26.03.22,76%,31%,4%,0%
553,Clairo,,"2,141,415,867","693,940,847",25,0,7,25,25,07.04.22,100%,100%,28%,0%
554,Andy Grammer,,"2,141,212,145","4,624,318",76,0,5,26,70,15.12.21,92%,34%,7%,0%
555,Damso,,"2,134,331,477","614,346,511",91,0,1,73,89,09.03.22,98%,80%,1%,0%
556,Rod Wave,,"2,133,371,352","57,299,377",112,0,3,54,110,28.03.22,98%,48%,3%,0%
557,Juan Magán,,"2,132,723,236","770,831,049",225,0,5,40,105,19.07.21,47%,18%,2%,0%
558,ODESZA,,"2,130,566,617","123,721,529",160,0,3,50,128,03.04.22,80%,31%,2%,0%
559,RAYE,,"2,127,403,345","554,374,909",89,0,4,28,60,28.03.22,67%,31%,4%,0%
560,Mustard,,"2,126,748,759","1,862,695,034",75,0,4,18,54,15.03.22,72%,24%,5%,0%
561,Evanescence,,"2,126,237,677",27,110,0,3,29,91,31.03.22,83%,26%,3%,0%
562,Aretha Franklin,,"2,125,906,398","8,642,344",932,0,4,27,133,09.04.22,14%,3%,0%,0%
563,Ludovico Einaudi,,"2,116,061,503","2,128,695",507,0,3,38,221,29.06.21,44%,7%,1%,0%
564,Carrie Underwood,,"2,113,151,398","356,522,108",159,0,3,36,116,05.03.22,73%,23%,2%,0%
565,Casper Magico,,"2,112,052,946","169,816,074",94,0,5,20,68,13.01.22,72%,21%,5%,0%
566,De La Ghetto,,"2,111,451,367","2,229,899,939",155,0,5,35,93,02.02.22,60%,23%,3%,0%
567,El Fantasma,,"2,111,084,372","49,559,351",203,0,5,52,153,04.03.22,75%,26%,2%,0%
568,Sfera Ebbasta,,"2,107,409,857","972,396,850",81,0,1,58,80,17.01.22,99%,72%,1%,0%
569,Topic,,"2,105,970,904","9,678,575",95,0,2,20,51,01.02.22,54%,21%,2%,0%
570,Joyner Lucas,,"2,104,734,498","700,864,423",88,0,6,38,82,11.04.22,93%,43%,7%,0%
571,Sublime,,"2,089,096,025",122,219,0,5,27,115,01.01.22,53%,12%,2%,0%
572,George Strait,,"2,086,250,690","30,245,826",444,0,2,44,201,03.03.22,45%,10%,0%,0%
573,Goodboys,,"2,076,198,598","4,410,508",41,0,4,8,20,15.03.22,49%,20%,10%,0%
574,Shaggy,,"2,076,084,987","458,526,064",412,0,5,23,95,03.01.22,23%,6%,1%,0%
575,Carlos Rivera,,"2,072,690,234","503,472,671",205,0,5,42,143,25.03.22,70%,20%,2%,0%
576,Nas,,"2,071,833,272","828,777,448",341,0,4,41,196,02.04.22,57%,12%,1%,0%
577,Scorpions,,"2,061,875,918",0,354,0,4,19,159,03.04.22,45%,5%,1%,0%
578,GIMS,,"2,059,425,846","258,300,714",175,0,2,45,149,02.12.21,85%,26%,1%,0%
579,Melendi,,"2,052,653,246","115,834,448",213,0,2,51,192,15.12.21,90%,24%,1%,0%
580,Sum 41,,"2,052,154,060","5,834,184",127,0,5,33,96,10.04.22,76%,26%,4%,0%
581,WALK THE MOON,,"2,046,847,925","101,590,178",97,1,3,24,53,03.02.22,55%,25%,3%,1%
582,Bing Crosby,,"2,046,327,740","8,324,686",1.277,0,7,27,74,15.03.22,5795%,2114%,548%,0%
583,Ozzy Osbourne,,"2,046,223,075","60,324,633",218,0,3,22,126,01.04.22,58%,10%,1%,0%
584,Axwell /\ Ingrosso,,"2,043,412,175","2,161,352",47,0,4,17,38,03.07.21,81%,36%,9%,0%
585,TOTO,,"2,027,598,148","2,940,202",394,1,3,10,75,20.06.21,19%,3%,1%,0%
586,Ali Gatie,,"2,024,800,965","2,210,144",42,0,4,19,39,15.03.22,93%,45%,10%,0%
587,Luan Santana,,"2,023,576,048","235,275,039",201,0,3,41,155,10.04.22,77%,20%,1%,0%
588,MC Kevinho,,"2,017,633,840","285,797,796",72,0,4,33,58,09.03.22,81%,46%,6%,0%
589,Astrid S,,"2,016,205,787","120,608,284",103,0,5,36,79,14.03.22,77%,35%,5%,0%
590,José José,,"2,012,694,054","119,887,461",525,0,1,48,177,07.01.22,34%,9%,0%,0%
591,Nacho,,"2,011,469,241","133,218,579",146,0,6,24,58,11.04.22,40%,16%,4%,0%
592,Two Door Cinema Club,,"2,011,041,561","1,884,704",140,0,4,30,89,03.04.22,64%,21%,3%,0%
593,Marilyn Manson,,"2,006,159,206","51,705,649",227,0,4,33,175,20.02.22,77%,15%,2%,0%
594,SEVENTEEN,,"1,997,992,910",0,135,0,1,69,130,11.04.22,96%,51%,1%,0%
595,Don Diablo,,"1,994,189,382","100,923,748",238,0,1,56,125,03.11.21,53%,24%,0%,0%
596,Natanael Cano,,"1,991,265,507","193,699,213",117,0,3,41,107,27.03.22,91%,35%,3%,0%
597,League of Legends,,"1,991,123,083","1,480,221,711",457,0,6,26,109,10.04.22,24%,6%,1%,0%
598,Ella Mai,,"1,987,800,591","302,745,447",39,0,6,34,37,01.04.22,95%,87%,15%,0%
599,Seeb,,"1,982,875,398","2,958,214,318",110,0,5,24,59,15.03.22,54%,22%,5%,0%
600,Wale,,"1,979,397,963","1,403,267,422",335,0,4,37,152,15.03.22,45%,11%,1%,0%
601,Sido,,"1,978,652,010","490,506,888",365,0,2,48,181,01.03.22,50%,13%,1%,0%
602,The Smashing Pumpkins,,"1,976,724,675","8,272,897",252,0,7,23,97,12.03.22,38%,9%,3%,0%
603,Aitana,,"1,975,913,405","10,889,372",70,0,7,31,67,11.04.22,96%,44%,10%,0%
604,Dolly Parton,,"1,969,439,494","166,034,414",979,0,4,18,148,31.03.22,15%,2%,0%,0%
605,Afrojack,,"1,967,609,231","1,660,093,295",349,0,2,36,134,08.04.22,38%,10%,1%,0%
606,Danna Paola,,"1,965,483,771","494,381,378",106,0,6,31,69,27.01.22,65%,29%,6%,0%
607,Louis Tomlinson,,"1,957,614,665",0,42,0,4,20,29,10.04.22,69%,48%,10%,0%
608,Bibi und Tina,,"1,951,141,273","22,746,305",3.428,0,0,1,354,09.10.21,10327%,29%,0%,0%
609,Zoé,,"1,949,172,154","10,870,475",194,0,6,43,117,05.01.22,60%,22%,3%,0%
610,Jorja Smith,,"1,946,965,318","410,621,512",77,0,4,39,62,29.12.21,81%,51%,5%,0%
611,Tainy,,"1,946,553,010","1,251,603,662",39,0,3,13,29,01.10.21,74%,33%,8%,0%
612,Swedish House Mafia,,"1,945,912,424","4,805,509",37,0,6,17,31,10.02.22,84%,46%,16%,0%
613,Electric Light Orchestra,,"1,944,015,683",659,311,0,3,20,128,15.03.22,41%,6%,1%,0%
614,Banda El Recodo,,"1,942,297,629","1,995,244",608,0,2,49,190,03.03.22,31%,8%,0%,0%
615,Luciano,,"1,942,248,023","346,398,056",148,0,0,57,118,03.12.21,80%,39%,0%,0%
616,Marco Antonio Solís,,"1,941,685,957","631,393,495",211,0,4,40,159,08.03.22,75%,19%,2%,0%
617,Bryant Myers,,"1,938,711,275","1,857,271,122",97,0,4,44,87,14.11.21,90%,45%,4%,0%
618,Tom Odell,,"1,936,063,808","42,555,708",125,0,3,23,72,03.04.22,58%,18%,2%,0%
619,Jaden,,"1,934,433,832","1,384,531,005",110,0,2,40,101,19.03.22,92%,36%,2%,0%
620,Arizona Zervas,,"1,932,876,803","27,172,275",32,1,2,15,32,10.03.22,100%,47%,6%,3%
621,Colbie Caillat,,"1,931,641,969","110,299,398",104,0,3,18,89,04.01.22,86%,17%,3%,0%
622,Portugal. The Man,,"1,926,556,559","47,772,393",192,1,1,28,89,15.03.22,46%,15%,1%,1%
623,Rascal Flatts,,"1,926,354,766","51,561,061",248,0,4,28,114,17.01.22,46%,11%,2%,0%
624,Mac DeMarco,,"1,922,941,798","60,238,699",149,0,4,36,108,07.03.22,72%,24%,3%,0%
625,R. Kelly,,"1,919,567,818","387,404,906",364,0,2,30,199,04.03.22,55%,8%,1%,0%
626,Kacey Musgraves,,"1,919,537,985","129,122,216",126,0,3,40,93,10.04.22,74%,32%,2%,0%
627,gnash,,"1,915,854,995","271,054,469",76,1,2,23,60,03.09.21,79%,30%,3%,1%
628,Lord Huron,,"1,915,787,838",0,74,0,3,23,68,21.02.22,92%,31%,4%,0%
629,Martin Jensen,,"1,914,722,449","284,446,578",77,0,3,21,51,14.01.22,66%,27%,4%,0%
630,Ms. Lauryn Hill,,"1,913,865,460","306,989,233",89,0,5,26,56,08.04.22,63%,29%,6%,0%
631,Desiigner,,"1,907,206,771","531,800,277",54,1,2,14,41,28.03.22,76%,26%,4%,2%
632,Joel Corry,,"1,904,425,741","14,825,088",138,0,5,12,51,04.01.22,37%,9%,4%,0%
633,Hardwell,,"1,904,378,051","239,216,545",412,0,0,45,157,04.09.21,38%,11%,0%,0%
634,Kontra K,,"1,904,257,145","186,214,476",291,0,0,51,170,03.12.21,58%,18%,0%,0%
635,The Clash,,"1,903,714,941",0,237,0,3,22,93,28.03.22,39%,9%,1%,0%
636,Annie Lennox,,"1,901,440,821","9,362,643",322,0,3,21,83,31.03.22,26%,7%,1%,0%
637,M83,,"1,889,813,177","15,945,776",237,0,3,21,112,22.03.22,47%,9%,1%,0%
638,Noriel,,"1,885,777,977","1,351,914,726",93,0,3,35,83,08.04.22,89%,38%,3%,0%
639,David Bisbal,,"1,881,444,956","352,838,218",246,0,4,31,122,07.01.22,50%,13%,2%,0%
640,Mike WiLL Made-It,,"1,878,607,489","300,670,285",141,0,5,29,69,10.01.22,49%,21%,4%,0%
641,Jessie Reyez,,"1,868,120,640","484,095,993",61,0,3,25,54,31.03.22,89%,41%,5%,0%
642,Apache 207,,"1,867,832,748","119,315,494",46,0,5,35,46,01.03.22,100%,76%,11%,0%
643,Westlife,,"1,865,228,319",26,231,0,3,38,146,03.04.22,63%,16%,1%,0%
644,Leon Bridges,,"1,863,905,131","726,770,730",77,0,5,38,72,03.03.22,94%,49%,6%,0%
645,Vampire Weekend,,"1,863,899,849",0,74,0,2,45,67,22.03.22,91%,61%,3%,0%
646,3 Doors Down,,"1,855,326,422",587,145,0,3,17,102,30.10.21,70%,12%,2%,0%
647,The Kooks,,"1,853,336,184",0,241,0,5,28,96,03.02.22,40%,12%,2%,0%
648,DMX,,"1,853,167,052","246,922,698",303,0,4,23,97,10.04.22,32%,8%,1%,0%
649,Elevation Worship,,"1,853,026,743","18,125,174",254,0,2,42,182,28.03.22,72%,17%,1%,0%
650,Thirty Seconds To Mars,,"1,852,351,162","46,868,219",84,0,4,34,75,03.04.22,89%,40%,5%,0%
651,Eladio Carrion,,"1,852,333,972","233,257,296",139,0,4,47,128,30.03.22,92%,34%,3%,0%
652,Sara Bareilles,,"1,846,574,683","74,016,418",187,0,5,22,108,05.11.21,58%,12%,3%,0%
653,NEFFEX,,"1,844,515,118",575,194,0,3,36,177,01.04.22,91%,19%,2%,0%
654,Cosculluela,,"1,840,429,838","985,988,184",132,0,4,26,92,09.02.22,70%,20%,3%,0%
655,Stromae,,"1,840,011,145","57,961,427",55,0,4,25,47,08.04.22,85%,45%,7%,0%
656,OMI,,"1,839,084,521","126,088,476",45,1,2,7,26,28.03.22,58%,16%,4%,2%
657,MØ,,"1,836,988,128","3,240,131,189",118,0,4,31,82,02.01.22,69%,26%,3%,0%
658,Loud Luxury,,"1,836,236,296","38,153,803",136,0,2,22,43,15.03.22,32%,16%,1%,0%
659,Alan Jackson,,"1,834,172,525","75,453,285",274,0,2,37,156,21.11.21,57%,14%,1%,0%
660,Wham!,,"1,833,450,660",829,36,0,2,10,29,19.03.22,81%,28%,6%,0%
661,Feid,,"1,831,035,911","2,084,138,968",127,0,2,37,91,29.03.22,72%,29%,2%,0%
662,Joey Bada$$,,"1,830,254,128","678,683,208",112,0,3,44,91,05.02.22,81%,39%,3%,0%
663,KISS,,"1,827,390,409",0,436,0,4,18,138,24.11.21,32%,4%,1%,0%
664,Chief Keef,,"1,827,381,564","562,943,815",555,0,5,24,193,29.03.22,35%,4%,1%,0%
665,Mitski,,"1,825,719,799","17,844,850",73,0,4,42,72,11.04.22,99%,58%,5%,0%
666,Fergie,,"1,824,083,843","176,011,407",78,0,6,10,45,15.10.21,58%,13%,8%,0%
667,Owl City,,"1,820,788,847","88,320,464",109,0,2,26,103,15.02.22,94%,24%,2%,0%
668,Moneybagg Yo,,"1,818,492,899","1,024,657,167",252,0,0,48,187,03.02.22,74%,19%,0%,0%
669,Chencho Corleone,,"1,818,143,513","903,717,432",20,0,6,15,19,24.03.22,95%,75%,30%,0%
670,Bethel Music,,"1,817,317,476",0,285,0,0,43,240,30.09.21,84%,15%,0%,0%
671,Queens of the Stone Age,,"1,816,426,350","61,605,797",139,0,4,42,108,08.04.22,78%,30%,3%,0%
672,Olly Murs,,"1,815,075,932","27,584,815",179,0,4,23,112,26.02.22,63%,13%,2%,0%
673,Ha*Ash,,"1,814,961,321","438,924,791",126,0,3,37,91,03.04.22,72%,29%,2%,0%
674,Gwen Stefani,,"1,809,551,478","997,025,249",98,0,4,17,66,10.04.22,67%,17%,4%,0%
675,Nekfeu,,"1,808,355,794","470,164,273",96,0,0,65,89,10.03.22,93%,68%,0%,0%
676,Stefflon Don,,"1,792,910,721","311,307,007",82,0,6,22,61,02.02.22,74%,27%,7%,0%
677,Pharrell Williams,,"1,784,741,140","5,864,509,754",109,0,2,21,60,12.01.22,55%,19%,2%,0%
678,Snow Patrol,,"1,783,252,110",0,191,0,2,22,98,12.03.22,51%,12%,1%,0%
679,Internet Money,,"1,782,822,946","303,493,350",42,0,4,12,26,15.02.22,62%,29%,10%,0%
680,Nat King Cole,,"1,781,637,457","7,968,288",1.06,0,3,31,116,01.04.22,10943%,2925%,283%,0%
681,Chelsea Cutler,,"1,781,068,821","471,785,136",94,0,4,32,82,22.03.22,87%,34%,4%,0%
682,Louis Armstrong,,"1,779,970,682","15,887,031",2.256,0,4,23,137,01.04.22,6073%,1020%,177%,0%
683,Conor Maynard,,"1,777,787,665","345,172,688",134,0,3,37,90,14.03.22,67%,28%,2%,0%
684,Dilsinho,,"1,777,181,192","355,244,058",163,0,5,35,131,10.03.22,80%,21%,3%,0%
685,Aloe Blacc,,"1,775,884,212","229,455,652",208,0,4,21,64,21.11.21,31%,10%,2%,0%
686,Ciara,,"1,771,793,452","464,651,309",155,0,4,23,88,02.04.22,57%,15%,3%,0%
687,Keane,,"1,771,563,290",586,195,0,2,24,104,12.02.22,53%,12%,1%,0%
688,Dean Martin,,"1,771,305,531","10,481,374",695,0,4,26,123,15.03.22,18%,4%,1%,0%
689,Willy William,,"1,764,613,431","325,335,993",81,1,3,11,27,02.12.21,33%,14%,4%,1%
690,Mötley Crüe,,"1,758,730,268",0,226,0,5,24,92,26.03.22,41%,11%,2%,0%
691,Ruth B.,,"1,758,693,981","4,485,138",48,0,4,13,32,09.04.22,67%,27%,8%,0%
692,Ella Fitzgerald,,"1,754,908,032","11,682,691",2.016,0,2,28,170,15.03.22,8433%,1389%,99%,0%
693,Denzel Curry,,"1,753,094,571","473,144,329",131,0,3,43,108,03.04.22,82%,33%,2%,0%
694,James TW,,"1,749,161,120","4,791,069",37,0,5,19,34,07.01.22,92%,51%,14%,0%
695,Dierks Bentley,,"1,749,093,368","159,991,408",150,0,5,25,87,17.01.22,58%,17%,3%,0%
696,Lady A,,"1,747,368,203","132,831,554",228,0,4,26,129,28.03.22,57%,11%,2%,0%
697,Charlie Brown Jr.,,"1,742,181,493","36,908,530",278,0,2,32,178,09.02.22,64%,12%,1%,0%
698,Sting,,"1,741,255,191","248,484,612",483,0,3,23,199,08.04.22,41%,5%,1%,0%
699,MAX,,"1,740,761,040","135,760,965",141,0,4,26,79,10.02.22,56%,18%,3%,0%
700,Regard,,"1,736,446,486",0,37,0,4,9,24,23.01.22,65%,24%,11%,0%
701,The Jackson 5,,"1,729,731,106","2,315,535",342,0,5,12,48,11.04.22,14%,4%,1%,0%
702,Limp Bizkit,,"1,729,420,743","2,809,309",114,0,5,21,93,22.02.21,82%,18%,4%,0%
703,Thalia,,"1,728,798,743","313,525,281",305,0,2,30,125,11.04.22,41%,10%,1%,0%
704,WILLOW,,"1,728,057,678","249,932,356",76,0,3,16,69,02.04.22,91%,21%,4%,0%
705,Leona Lewis,,"1,716,925,991","52,026,118",134,0,4,17,75,10.04.22,56%,13%,3%,0%
706,Sleeping At Last,,"1,715,283,824",91,275,0,3,37,162,30.07.21,59%,13%,1%,0%
707,Blueface,,"1,715,014,251","553,380,455",94,0,4,27,74,20.02.22,79%,29%,4%,0%
708,Kelly Rowland,,"1,714,072,094","761,721,964",146,0,3,15,53,30.12.21,36%,10%,2%,0%
709,La Oreja de Van Gogh,,"1,712,667,458","58,832,697",182,0,2,39,161,08.02.22,88%,21%,1%,0%
710,ANAVITÓRIA,,"1,711,969,685","233,230,840",72,0,3,41,69,09.04.22,96%,57%,4%,0%
711,Martin Solveig,,"1,709,991,280","1,344,396",245,0,5,17,64,03.04.22,26%,7%,2%,0%
712,Old Dominion,,"1,708,290,952","2,380,424",85,0,7,26,57,10.03.22,67%,31%,8%,0%
713,Dynoro,,"1,704,509,405",361,17,1,3,9,16,15.03.22,94%,53%,18%,6%
714,Booba,,"1,704,427,997","632,823,707",240,0,0,48,194,02.01.22,81%,20%,0%,0%
715,Bill Withers,,"1,703,855,893","76,369,166",120,0,4,10,62,22.01.22,52%,8%,3%,0%
716,Miranda Lambert,,"1,700,675,664","185,262,557",195,0,4,30,155,11.04.22,79%,15%,2%,0%
717,Oliver Heldens,,"1,699,980,311","244,515,307",139,0,3,36,95,15.03.22,68%,26%,2%,0%
718,John Newman,,"1,694,415,482","366,104,452",90,0,3,14,59,28.01.22,66%,16%,3%,0%
719,Lofi Fruits Music,,"1,690,425,100","110,241,102",1.087,0,0,15,448,06.09.21,41214%,1380%,0%,0%
720,Mon Laferte,,"1,688,673,454","301,533,513",143,0,4,29,114,08.04.22,80%,20%,3%,0%
721,fun.,,"1,686,806,996",192,26,0,3,16,25,15.03.22,96%,62%,12%,0%
722,Trevor Daniel,,"1,684,760,342","162,409,345",48,1,2,12,43,07.11.21,90%,25%,4%,2%
723,Lee Brice,,"1,683,473,873","13,377,876",96,0,6,15,70,16.02.22,73%,16%,6%,0%
724,Santana,,"1,682,972,727","3,307,046",614,0,4,24,127,23.11.21,21%,4%,1%,0%
725,Lalo Ebratt,,"1,681,668,508","77,916,445",56,0,7,15,40,15.03.22,71%,27%,13%,0%
726,Ezhel,,"1,681,356,925","170,995,928",61,0,1,47,57,17.03.22,93%,77%,2%,0%
727,Los Temerarios,,"1,681,112,753",177,322,0,0,52,131,27.03.22,41%,16%,0%,0%
728,CHVRCHES,,"1,679,143,617","5,309,081",118,0,2,34,84,29.03.22,71%,29%,2%,0%
729,Cigarettes After Sex,,"1,677,280,509","2,912,044",30,0,4,28,30,28.02.22,100%,93%,13%,0%
730,girl in red,,"1,675,372,984","4,401,804",29,0,5,21,29,31.01.22,100%,72%,17%,0%
731,The Who,,"1,671,018,602",0,852,0,6,14,91,11.12.21,11%,2%,1%,0%
732,Ben Howard,,"1,669,894,664",643,60,0,4,27,53,27.12.21,88%,45%,7%,0%
733,John Lennon,,"1,669,767,320","5,911,719",286,0,3,20,78,14.02.22,27%,7%,1%,0%
734,Alice In Chains,,"1,668,293,811",156,151,0,4,33,101,14.02.22,67%,22%,3%,0%
735,Lil Dicky,,"1,667,883,757","120,147,438",23,0,5,16,23,13.01.22,100%,70%,22%,0%
736,Calle 13,,"1,662,465,310","101,517,310",81,0,4,32,76,17.11.21,94%,40%,5%,0%
737,Michael Silverman,,"1,660,294,072",202,934,0,0,45,224,26.02.21,24%,5%,0%,0%
738,Sade,,"1,658,413,138","1,370,349",117,0,5,37,109,16.12.21,93%,32%,4%,0%
739,Roxette,,"1,653,401,484",303,443,0,4,19,92,27.03.22,21%,4%,1%,0%
740,Saweetie,,"1,652,524,603","453,650,245",66,0,4,23,54,25.02.22,82%,35%,6%,0%
741,Ghostemane,,"1,652,370,268","61,363,551",139,0,2,38,109,11.03.22,78%,27%,1%,0%
742,Luísa Sonza,,"1,650,151,162","2,032,880",63,0,4,33,52,10.04.22,83%,52%,6%,0%
743,Daya,,"1,650,033,117","2,052,229,031",44,0,4,18,38,09.03.22,86%,41%,9%,0%
744,Surfaces,,"1,648,779,396",0,68,0,1,21,64,03.04.22,94%,31%,1%,0%
745,Gera MX,,"1,646,925,748","417,426,033",160,0,1,44,137,24.02.22,86%,28%,1%,0%
746,Miracle Tones,,"1,644,986,750",0,116,0,0,69,111,31.03.22,96%,59%,0%,0%
747,Jack Ü,,"1,644,436,729",947,38,0,4,10,30,15.03.22,79%,26%,11%,0%
748,Gerardo Ortiz,,"1,642,590,276","411,753,848",233,0,1,36,170,12.02.21,73%,15%,0%,0%
749,beabadoobee,,"1,641,802,433","9,891,518",59,1,1,9,49,17.03.22,83%,15%,2%,2%
750,Bruno & Marrone,,"1,641,516,050","214,399,361",412,0,1,36,193,04.12.21,47%,9%,0%,0%
751,The Pussycat Dolls,,"1,639,733,506","23,019,662",55,0,5,15,41,12.03.22,75%,27%,9%,0%
752,Shania Twain,,"1,638,667,944","177,356,722",167,0,4,24,99,03.04.22,59%,14%,2%,0%
753,MKTO,,"1,635,951,803","12,317,413",29,0,1,14,28,07.03.22,97%,48%,3%,0%
754,MAGIC!,,"1,630,745,946","144,910,604",53,0,2,12,42,15.03.22,79%,23%,4%,0%
755,Brent Faiyaz,,"1,629,252,555","724,500,953",47,0,6,31,47,07.02.22,100%,66%,13%,0%
756,TOMORROW X TOGETHER,,"1,627,883,302",0,60,0,5,41,58,07.04.22,97%,68%,8%,0%
757,Kylie Minogue,,"1,627,137,071","118,064,277",903,0,2,35,164,08.04.22,18%,4%,0%,0%
758,Chris Young,,"1,626,882,431","101,066,689",105,0,3,23,78,15.03.22,74%,22%,3%,0%
759,Niska,,"1,626,437,153","549,636,654",109,0,1,44,106,02.12.21,97%,40%,1%,0%
760,Incubus,,"1,624,593,194",0,229,0,3,28,128,02.09.21,56%,12%,1%,0%
761,Gryffin,,"1,624,514,140","414,715,959",120,0,6,24,72,23.04.21,60%,20%,5%,0%
762,Mike Perry,,"1,622,103,022","25,772,096",48,0,3,19,40,03.01.22,83%,40%,6%,0%
763,Powfu,,"1,617,907,608","107,941,893",66,1,1,12,62,03.09.21,94%,18%,2%,2%
764,Tee Grizzley,,"1,617,436,989","139,751,443",129,0,3,24,109,12.05.21,84%,19%,2%,0%
765,Oliver Tree,,"1,616,106,883","40,690,022",63,0,3,29,55,08.03.22,87%,46%,5%,0%
766,Arcade Fire,,"1,613,790,780",0,105,0,3,45,85,28.03.22,81%,43%,3%,0%
767,Yo Gotti,,"1,612,651,009","1,174,641,342",479,0,2,27,130,04.07.21,27%,6%,0%,0%
768,Los Tigres Del Norte,,"1,612,543,190","141,929,772",629,0,0,34,233,06.09.21,37%,5%,0%,0%
769,Gigi D'Agostino,,"1,607,853,514",812,423,1,2,7,29,02.07.21,7%,2%,0%,0%
770,Sean Kingston,,"1,606,272,045","138,827,630",134,0,5,16,43,02.02.22,32%,12%,4%,0%
771,Seether,,"1,604,549,533",0,174,0,3,26,117,15.02.22,67%,15%,2%,0%
772,Angus & Julia Stone,,"1,603,107,795","60,666,009",131,0,3,28,85,15.03.22,65%,21%,2%,0%
773,Taio Cruz,,"1,599,916,213","24,566,920",92,0,4,14,41,27.12.21,45%,15%,4%,0%
774,Sin Bandera,,"1,599,004,041","110,277,283",116,0,6,22,87,07.03.22,75%,19%,5%,0%
775,Paul Simon,,"1,593,888,818","71,637,772",429,0,3,20,108,25.02.22,25%,5%,1%,0%
776,Bullet For My Valentine,,"1,593,844,909",30,173,0,2,41,101,10.04.22,58%,24%,1%,0%
777,Dennis Lloyd,,"1,592,538,444",0,47,0,2,22,35,12.03.22,74%,47%,4%,0%
778,Nina Simone,,"1,592,276,567","21,733,273",549,0,3,22,134,08.04.22,24%,4%,1%,0%
779,Chayanne,,"1,592,266,755","116,607,867",235,0,4,26,93,07.01.22,40%,11%,2%,0%
780,Simple Plan,,"1,590,770,094","1,985,975",123,0,4,29,92,08.04.22,75%,24%,3%,0%
781,Jon Pardi,,"1,588,158,565","142,489,487",65,0,5,20,49,28.03.22,75%,31%,8%,0%
782,Kollegah,,"1,588,116,587","102,554,181",545,0,0,38,301,07.04.22,55%,7%,0%,0%
783,Beret,,"1,586,857,502","43,424,522",48,0,3,40,47,04.10.21,98%,83%,6%,0%
784,Frédéric Chopin,,"1,580,987,576","1,163,362",9.79,0,0,20,229,06.08.21,2339%,204%,0%,0%
785,Rich Brian,,"1,579,557,494","569,603,914",57,0,4,36,55,11.04.22,96%,63%,7%,0%
786,Jasmine Thompson,,"1,578,078,543","922,355,329",116,0,3,38,88,23.02.22,76%,33%,3%,0%
787,Lionel Richie,,"1,577,536,553","49,517,630",289,0,6,17,67,10.03.22,23%,6%,2%,0%
